year.x	author.x	title.x	filename.x	year.y	author.y	title.y	filename.y	same.author	train.or.test	case.id	answer	author.seen
1867	amd	sd	1867-amd-sd	1912	amd	tcitlorh	1912-amd-tcitlorh	TRUE	train	1867-amd-sd 1912-amd-tcitlorh	1	TRUE
1873	amd	hn	1873-amd-hn	1904	amd	algic	1904-amd-algic	TRUE	train	1873-amd-hn 1904-amd-algic	1	TRUE
1874	amd	sd	1874-amd-sd	1883	amd	wkm	1883-amd-wkm	TRUE	train	1874-amd-sd 1883-amd-wkm	1	TRUE
1888	ga	wdmc	1888-ga-wdmc	1919	ga	ta	1919-ga-ta	TRUE	train	1888-ga-wdmc 1919-ga-ta	1	TRUE
1890	amd	algiop	1890-amd-algiop	1900	amd	algiow	1900-amd-algiow	TRUE	train	1890-amd-algiop 1900-amd-algiow	1	TRUE
1847	tsa	tm-ia	1847-tsa-tm-ia	1850	sw	www	1850-sw-www	FALSE	train	1847-tsa-tm-ia 1850-sw-www	0	TRUE
1873	wdh	aca	1873-wdh-aca	1893	wdh	tcob	1893-wdh-tcob	TRUE	train	1873-wdh-aca 1893-wdh-tcob	1	TRUE
1851	tsa	tlasorl	1851-tsa-tlasorl	1852	tsa	trowww	1852-tsa-trowww	TRUE	train	1851-tsa-tlasorl 1852-tsa-trowww	1	TRUE
1863	mh	h-ia	1863-mh-h-ia	1876	mt	taots	1876-mt-taots	FALSE	train	1863-mh-h-ia 1876-mt-taots	0	TRUE
1897	ga	psaht	1897-ga-psaht	1916	ga	mb	1916-ga-mb	TRUE	train	1897-ga-psaht 1916-ga-mb	1	TRUE
1868	wta	fof	1868-wta-fof	1903	amd	hgs	1903-amd-hgs	FALSE	train	1868-wta-fof 1903-amd-hgs	0	TRUE
1854	mh	a	1854-mh-a	1880	cdw	mwotn	1880-cdw-mwotn	FALSE	train	1854-mh-a 1880-cdw-mwotn	0	TRUE
1859	tsa	lg	1859-tsa-lg	1877	tsa	tsatu	1877-tsa-tsatu	TRUE	train	1859-tsa-lg 1877-tsa-tsatu	1	TRUE
1874	amd	sd	1874-amd-sd	1913	amd	trhcag	1913-amd-trhcag	TRUE	train	1874-amd-sd 1913-amd-trhcag	1	TRUE
1876	mt	taots	1876-mt-taots	1909	es	dotr	1909-es-dotr	FALSE	train	1876-mt-taots 1909-es-dotr	0	TRUE
1884	es	b	1884-es-b	1894	es	e	1894-es-e	TRUE	train	1884-es-b 1894-es-e	1	TRUE
1867	wta	saf	1867-wta-saf	1868	wta	fof	1868-wta-fof	TRUE	train	1867-wta-saf 1868-wta-fof	1	TRUE
1888	ga	wdmc	1888-ga-wdmc	1923	ga	bo	1923-ga-bo	TRUE	train	1888-ga-wdmc 1923-ga-bo	1	TRUE
1893	amd	itkc	1893-amd-itkc	1912	amd	tcitlorh	1912-amd-tcitlorh	TRUE	train	1893-amd-itkc 1912-amd-tcitlorh	1	TRUE
1916	wdh	yomy	1916-wdh-yomy	1917	ga	tlp	1917-ga-tlp	FALSE	train	1916-wdh-yomy 1917-ga-tlp	0	TRUE
1889	amd	amaae	1889-amd-amaae	1914	amd	tgamm	1914-amd-tgamm	TRUE	train	1889-amd-amaae 1914-amd-tgamm	1	TRUE
1909	hm	tgg	1909-hm-tgg	1916	ew	x-sh	1916-ew-x-sh	FALSE	train	1909-hm-tgg 1916-ew-x-sh	0	TRUE
1876	sw	wh-c	1876-sw-wh-c	1907	mt	cs	1907-mt-cs	FALSE	train	1876-sw-wh-c 1907-mt-cs	0	TRUE
1872	sw	t	1872-sw-t	1875	mh	blat-nf	1875-mh-blat-nf	FALSE	train	1872-sw-t 1875-mh-blat-nf	0	TRUE
1887	wdh	ah	1887-wdh-ah	1911	rwc	j	1911-rwc-j	FALSE	train	1887-wdh-ah 1911-rwc-j	0	TRUE
1876	wta	ltf	1876-wta-ltf	1879	sw	md	1879-sw-md	FALSE	train	1876-wta-ltf 1879-sw-md	0	TRUE
1900	amd	algiow	1900-amd-algiow	1904	amd	algic	1904-amd-algic	TRUE	train	1900-amd-algiow 1904-amd-algic	1	TRUE
1896	wdh	tlatlh	1896-wdh-tlatlh	1910	wdh	ii	1910-wdh-ii	TRUE	train	1896-wdh-tlatlh 1910-wdh-ii	1	TRUE
1872	cdw	s	1872-cdw-s	1874	cdw	batsot	1874-cdw-batsot	TRUE	train	1872-cdw-s 1874-cdw-batsot	1	TRUE
1860	wta	lbl	1860-wta-lbl	1866	wta	hah	1866-wta-hah	TRUE	train	1860-wta-lbl 1866-wta-hah	1	TRUE
1889	ga	hs	1889-ga-hs	1922	ga	sf	1922-ga-sf	TRUE	train	1889-ga-hs 1922-ga-sf	1	TRUE
1866	amd	it	1866-amd-it	1897	ga	psaht	1897-ga-psaht	FALSE	train	1866-amd-it 1897-ga-psaht	0	TRUE
1864	sw	toh-v2	1864-sw-toh-v2	1871	sw	thit	1871-sw-thit	TRUE	train	1864-sw-toh-v2 1871-sw-thit	1	TRUE
1868	amd	sa	1868-amd-sa	1907	mt	cs	1907-mt-cs	FALSE	train	1868-amd-sa 1907-mt-cs	0	TRUE
1880	amd	liagc	1880-amd-liagc	1903	amd	hbkh	1903-amd-hbkh	TRUE	train	1880-amd-liagc 1903-amd-hbkh	1	TRUE
1903	hm	tgc	1903-hm-tgc	1909	hm	tgg	1909-hm-tgg	TRUE	train	1903-hm-tgc 1909-hm-tgg	1	TRUE
1851	tsa	ttw	1851-tsa-ttw	1893	ga	td	1893-ga-td	FALSE	train	1851-tsa-ttw 1893-ga-td	0	TRUE
1851	tsa	ttw	1851-tsa-ttw	1879	lma	ajsb	1879-lma-ajsb	FALSE	train	1851-tsa-ttw 1879-lma-ajsb	0	TRUE
1877	wdh	aca	1877-wdh-aca	1901	wdh	apopl	1901-wdh-apopl	TRUE	train	1877-wdh-aca 1901-wdh-apopl	1	TRUE
1891	mt	tac	1891-mt-tac	1904	amd	algic	1904-amd-algic	FALSE	train	1891-mt-tac 1904-amd-algic	0	TRUE
1899	cdw	tf	1899-cdw-tf	1909	hm	tgg	1909-hm-tgg	FALSE	train	1899-cdw-tf 1909-hm-tgg	0	TRUE
1889	wdh	ahonf-v2	1889-wdh-ahonf-v2	1902	rwc	tmaa	1902-rwc-tmaa	FALSE	train	1889-wdh-ahonf-v2 1902-rwc-tmaa	0	TRUE
1870	amd	wfah	1870-amd-wfah	1874	amd	sd	1874-amd-sd	TRUE	train	1870-amd-wfah 1874-amd-sd	1	TRUE
1913	hm	pc	1913-hm-pc	1916	rwc	tds	1916-rwc-tds	FALSE	train	1913-hm-pc 1916-rwc-tds	0	TRUE
1908	wdh	rhao	1908-wdh-rhao	1917	ew	s	1917-ew-s	FALSE	train	1908-wdh-rhao 1917-ew-s	0	TRUE
1877	amd	fhtm	1877-amd-fhtm	1891	amd	thobh	1891-amd-thobh	TRUE	train	1877-amd-fhtm 1891-amd-thobh	1	TRUE
1851	tsa	tlasorl	1851-tsa-tlasorl	1860	tsa	tah	1860-tsa-tah	TRUE	train	1851-tsa-tlasorl 1860-tsa-tah	1	TRUE
1870	amd	kar	1870-amd-kar	1913	amd	amc	1913-amd-amc	TRUE	train	1870-amd-kar 1913-amd-amc	1	TRUE
1903	hm	tgc	1903-hm-tgc	1907	wdh	tteotn	1907-wdh-tteotn	FALSE	train	1903-hm-tgc 1907-wdh-tteotn	0	TRUE
1859	tsa	tacoah	1859-tsa-tacoah	1877	tsa	tsatu	1877-tsa-tsatu	TRUE	train	1859-tsa-tacoah 1877-tsa-tsatu	1	TRUE
1899	mh	wgwn	1899-mh-wgwn	1902	ga	tc	1902-ga-tc	FALSE	train	1899-mh-wgwn 1902-ga-tc	0	TRUE
1865	wta	tyl	1865-wta-tyl	1900	ga	sn	1900-ga-sn	FALSE	train	1865-wta-tyl 1900-ga-sn	0	TRUE
1874	amd	sd	1874-amd-sd	1894	cfw	hc	1894-cfw-hc	FALSE	train	1874-amd-sd 1894-cfw-hc	0	TRUE
1861	sw	tcobh	1861-sw-tcobh	1868	tsa	ats	1868-tsa-ats	FALSE	train	1861-sw-tcobh 1868-tsa-ats	0	TRUE
1860	wta	lbl	1860-wta-lbl	1899	cdw	tf	1899-cdw-tf	FALSE	train	1860-wta-lbl 1899-cdw-tf	0	TRUE
1881	amd	awi	1881-amd-awi	1897	amd	algola	1897-amd-algola	TRUE	train	1881-amd-awi 1897-amd-algola	1	TRUE
1852	tsa	hhalp	1852-tsa-hhalp	1856	tsa	fan	1856-tsa-fan	TRUE	train	1852-tsa-hhalp 1856-tsa-fan	1	TRUE
1883	amd	wkm	1883-amd-wkm	1905	amd	algiosf	1905-amd-algiosf	TRUE	train	1883-amd-wkm 1905-amd-algiosf	1	TRUE
1874	amd	towwlias	1874-amd-towwlias	1897	amd	ha	1897-amd-ha	TRUE	train	1874-amd-towwlias 1897-amd-ha	1	TRUE
1866	wta	hah	1866-wta-hah	1893	wta	avu	1893-wta-avu	TRUE	train	1866-wta-hah 1893-wta-avu	1	TRUE
1870	mh	al	1870-mh-al	1898	wdh	aoec	1898-wdh-aoec	FALSE	train	1870-mh-al 1898-wdh-aoec	0	TRUE
1898	ga	tc	1898-ga-tc	1907	ga	a	1907-ga-a	TRUE	train	1898-ga-tc 1907-ga-a	1	TRUE
1896	amd	algiony	1896-amd-algiony	1901	amd	algino	1901-amd-algino	TRUE	train	1896-amd-algiony 1901-amd-algino	1	TRUE
1889	mt	acyikac	1889-mt-acyikac	1896	amd	algiony	1896-amd-algiony	FALSE	train	1889-mt-acyikac 1896-amd-algiony	0	TRUE
1896	amd	algiony	1896-amd-algiony	1916	ga	mb	1916-ga-mb	FALSE	train	1896-amd-algiony 1916-ga-mb	0	TRUE
1877	cdw	bab	1877-cdw-bab	1896	mh	tsoahh	1896-mh-tsoahh	FALSE	train	1877-cdw-bab 1896-mh-tsoahh	0	TRUE
1901	rwc	c	1901-rwc-c	1904	rwc	tr	1904-rwc-tr	TRUE	train	1901-rwc-c 1904-rwc-tr	1	TRUE
1872	cdw	bs	1872-cdw-bs	1880	cdw	mwotn	1880-cdw-mwotn	TRUE	train	1872-cdw-bs 1880-cdw-mwotn	1	TRUE
1858	tsa	thbnth	1858-tsa-thbnth	1874	cdw	batsot	1874-cdw-batsot	FALSE	train	1858-tsa-thbnth 1874-cdw-batsot	0	TRUE
1856	tsa	fan	1856-tsa-fan	1865	tsa	nbm	1865-tsa-nbm	TRUE	train	1856-tsa-fan 1865-tsa-nbm	1	TRUE
1873	mt	tga-c	1873-mt-tga-c	1883	amd	wkm	1883-amd-wkm	FALSE	train	1873-mt-tga-c 1883-amd-wkm	0	TRUE
1881	sw	aloc	1881-sw-aloc	1909	amd	algiop	1909-amd-algiop	FALSE	train	1881-sw-aloc 1909-amd-algiop	0	TRUE
1912	amd	tcitlorh	1912-amd-tcitlorh	1914	rwc	a	1914-rwc-a	FALSE	train	1912-amd-tcitlorh 1914-rwc-a	0	TRUE
1856	sw	hots	1856-sw-hots	1919	ga	ta	1919-ga-ta	FALSE	train	1856-sw-hots 1919-ga-ta	0	TRUE
1905	hm	ham-sh	1905-hm-ham-sh	1911	hm	tcfb	1911-hm-tcfb	TRUE	train	1905-hm-ham-sh 1911-hm-tcfb	1	TRUE
1867	wta	ba	1867-wta-ba	1897	amd	ha	1897-amd-ha	FALSE	train	1867-wta-ba 1897-amd-ha	0	TRUE
1887	wdh	ah	1887-wdh-ah	1916	wdh	yomy	1916-wdh-yomy	TRUE	train	1887-wdh-ah 1916-wdh-yomy	1	TRUE
1889	lma	ll-v3	1889-lma-ll-v3	1916	wdh	yomy	1916-wdh-yomy	FALSE	train	1889-lma-ll-v3 1916-wdh-yomy	0	TRUE
1866	amd	it	1866-amd-it	1877	amd	fhtm	1877-amd-fhtm	TRUE	train	1866-amd-it 1877-amd-fhtm	1	TRUE
1895	rwc	tkiy	1895-rwc-tkiy	1915	rwc	wgt	1915-rwc-wgt	TRUE	train	1895-rwc-tkiy 1915-rwc-wgt	1	TRUE
1876	mt	ototm	1876-mt-ototm	1908	ga	tgi	1908-ga-tgi	FALSE	train	1876-mt-ototm 1908-ga-tgi	0	TRUE
1873	amd	hn	1873-amd-hn	1880	amd	liagc	1880-amd-liagc	TRUE	train	1873-amd-hn 1880-amd-liagc	1	TRUE
1898	wdh	aoec	1898-wdh-aoec	1913	amd	trhcag	1913-amd-trhcag	FALSE	train	1898-wdh-aoec 1913-amd-trhcag	0	TRUE
1856	tsa	twg	1856-tsa-twg	1905	hm	tpe	1905-hm-tpe	FALSE	train	1856-tsa-twg 1905-hm-tpe	0	TRUE
1893	amd	itkc	1893-amd-itkc	1895	wta	ai	1895-wta-ai	FALSE	train	1893-amd-itkc 1895-wta-ai	0	TRUE
1871	wdh	ss	1871-wdh-ss	1903	amd	hgs	1903-amd-hgs	FALSE	train	1871-wdh-ss 1903-amd-hgs	0	TRUE
1860	sw	sas-v2-c	1860-sw-sas-v2-c	1891	amd	thobh	1891-amd-thobh	FALSE	train	1860-sw-sas-v2-c 1891-amd-thobh	0	TRUE
1894	wta	ab	1894-wta-ab	1895	wta	ai	1895-wta-ai	TRUE	train	1894-wta-ab 1895-wta-ai	1	TRUE
1895	cfw	daois	1895-cfw-daois	1911	hm	tcfb	1911-hm-tcfb	FALSE	train	1895-cfw-daois 1911-hm-tcfb	0	TRUE
1850	sw	www	1850-sw-www	1859	tsa	lg	1859-tsa-lg	FALSE	train	1850-sw-www 1859-tsa-lg	0	TRUE
1870	amd	wfah	1870-amd-wfah	1891	amd	thobh	1891-amd-thobh	TRUE	train	1870-amd-wfah 1891-amd-thobh	1	TRUE
1898	ga	tc	1898-ga-tc	1921	ga	sil	1921-ga-sil	TRUE	train	1898-ga-tc 1921-ga-sil	1	TRUE
1852	sw	q	1852-sw-q	1876	sw	tgoc-c	1876-sw-tgoc-c	TRUE	train	1852-sw-q 1876-sw-tgoc-c	1	TRUE
1866	amd	it	1866-amd-it	1913	amd	amc	1913-amd-amc	TRUE	train	1866-amd-it 1913-amd-amc	1	TRUE
1872	sw	t	1872-sw-t	1919	ga	ta	1919-ga-ta	FALSE	train	1872-sw-t 1919-ga-ta	0	TRUE
1893	amd	itkc	1893-amd-itkc	1906	amd	ael	1906-amd-ael	TRUE	train	1893-amd-itkc 1906-amd-ael	1	TRUE
1856	sw	hots	1856-sw-hots	1872	sw	t	1872-sw-t	TRUE	train	1856-sw-hots 1872-sw-t	1	TRUE
1889	tsa	hbe	1889-tsa-hbe	1894	cfw	hc	1894-cfw-hc	FALSE	train	1889-tsa-hbe 1894-cfw-hc	0	TRUE
1873	cfw	tosh	1873-cfw-tosh	1876	sw	wh-c	1876-sw-wh-c	FALSE	train	1873-cfw-tosh 1876-sw-wh-c	0	TRUE
1860	tsa	tah	1860-tsa-tah	1890	tsa	absal	1890-tsa-absal	TRUE	train	1860-tsa-tah 1890-tsa-absal	1	TRUE
1881	amd	awi	1881-amd-awi	1905	amd	hgaah	1905-amd-hgaah	TRUE	train	1881-amd-awi 1905-amd-hgaah	1	TRUE
1884	lma	sws	1884-lma-sws	1917	ew	s	1917-ew-s	FALSE	train	1884-lma-sws 1917-ew-s	0	TRUE
1905	amd	algiosf	1905-amd-algiosf	1914	amd	tgamm	1914-amd-tgamm	TRUE	train	1905-amd-algiosf 1914-amd-tgamm	1	TRUE
1873	wdh	aca	1873-wdh-aca	1916	ew	x-sh	1916-ew-x-sh	FALSE	train	1873-wdh-aca 1916-ew-x-sh	0	TRUE
1895	wta	ai	1895-wta-ai	1913	hm	pc	1913-hm-pc	FALSE	train	1895-wta-ai 1913-hm-pc	0	TRUE
1891	amd	thobh	1891-amd-thobh	1905	amd	algiosf	1905-amd-algiosf	TRUE	train	1891-amd-thobh 1905-amd-algiosf	1	TRUE
1886	amd	fohh	1886-amd-fohh	1913	amd	trhcag	1913-amd-trhcag	TRUE	train	1886-amd-fohh 1913-amd-trhcag	1	TRUE
1868	amd	sa	1868-amd-sa	1886	amd	fohh	1886-amd-fohh	TRUE	train	1868-amd-sa 1886-amd-fohh	1	TRUE
1884	amd	ootw	1884-amd-ootw	1906	amd	algioq	1906-amd-algioq	TRUE	train	1884-amd-ootw 1906-amd-algioq	1	TRUE
1870	amd	wfah	1870-amd-wfah	1903	amd	hbkh	1903-amd-hbkh	TRUE	train	1870-amd-wfah 1903-amd-hbkh	1	TRUE
1901	wdh	apopl	1901-wdh-apopl	1915	wdh	tdots	1915-wdh-tdots	TRUE	train	1901-wdh-apopl 1915-wdh-tdots	1	TRUE
1854	tsa	tniabr	1854-tsa-tniabr	1899	amd	thos	1899-amd-thos	FALSE	train	1854-tsa-tniabr 1899-amd-thos	0	TRUE
1867	amd	sd	1867-amd-sd	1909	amd	algiop	1909-amd-algiop	TRUE	train	1867-amd-sd 1909-amd-algiop	1	TRUE
1877	amd	fhtm	1877-amd-fhtm	1890	amd	algiop	1890-amd-algiop	TRUE	train	1877-amd-fhtm 1890-amd-algiop	1	TRUE
1889	tsa	hbe	1889-tsa-hbe	1902	wdh	tfotpb	1902-wdh-tfotpb	FALSE	train	1889-tsa-hbe 1902-wdh-tfotpb	0	TRUE
1863	mh	h-ia	1863-mh-h-ia	1880	mh	lipp-nf	1880-mh-lipp-nf	TRUE	train	1863-mh-h-ia 1880-mh-lipp-nf	1	TRUE
1897	amd	hpitw	1897-amd-hpitw	1905	amd	hgaah	1905-amd-hgaah	TRUE	train	1897-amd-hpitw 1905-amd-hgaah	1	TRUE
1876	wta	ltf	1876-wta-ltf	1896	wta	fye	1896-wta-fye	TRUE	train	1876-wta-ltf 1896-wta-fye	1	TRUE
1866	wta	haw	1866-wta-haw	1907	mt	cs	1907-mt-cs	FALSE	train	1866-wta-haw 1907-mt-cs	0	TRUE
1870	wta	pap	1870-wta-pap	1893	wta	avu	1893-wta-avu	TRUE	train	1870-wta-pap 1893-wta-avu	1	TRUE
1858	tsa	thbnth	1858-tsa-thbnth	1890	amd	algiop	1890-amd-algiop	FALSE	train	1858-tsa-thbnth 1890-amd-algiop	0	TRUE
1851	tsa	tlasorl	1851-tsa-tlasorl	1856	tsa	fan	1856-tsa-fan	TRUE	train	1851-tsa-tlasorl 1856-tsa-fan	1	TRUE
1868	amd	sa	1868-amd-sa	1902	amd	algiod	1902-amd-algiod	TRUE	train	1868-amd-sa 1902-amd-algiod	1	TRUE
1884	mh	mhcfb-nf	1884-mh-mhcfb-nf	1899	mh	wgwn	1899-mh-wgwn	TRUE	train	1884-mh-mhcfb-nf 1899-mh-wgwn	1	TRUE
1868	tsa	ats	1868-tsa-ats	1873	tsa	ca	1873-tsa-ca	TRUE	train	1868-tsa-ats 1873-tsa-ca	1	TRUE
1872	cdw	bs	1872-cdw-bs	1883	amd	wkm	1883-amd-wkm	FALSE	train	1872-cdw-bs 1883-amd-wkm	0	TRUE
1871	sw	o	1871-sw-o	1872	sw	t	1872-sw-t	TRUE	train	1871-sw-o 1872-sw-t	1	TRUE
1870	amd	wfah	1870-amd-wfah	1877	amd	fhtm	1877-amd-fhtm	TRUE	train	1870-amd-wfah 1877-amd-fhtm	1	TRUE
1870	mh	al	1870-mh-al	1896	rwc	tmoc	1896-rwc-tmoc	FALSE	train	1870-mh-al 1896-rwc-tmoc	0	TRUE
1907	hm	tbm	1907-hm-tbm	1912	hm	tpoh	1912-hm-tpoh	TRUE	train	1907-hm-tbm 1912-hm-tpoh	1	TRUE
1884	wdh	trpsl	1884-wdh-trpsl	1902	wdh	tfotpb	1902-wdh-tfotpb	TRUE	train	1884-wdh-trpsl 1902-wdh-tfotpb	1	TRUE
1868	tsa	aasaos	1868-tsa-aasaos	1909	es	dotr	1909-es-dotr	FALSE	train	1868-tsa-aasaos 1909-es-dotr	0	TRUE
1880	amd	liagc	1880-amd-liagc	1905	hm	tpe	1905-hm-tpe	FALSE	train	1880-amd-liagc 1905-hm-tpe	0	TRUE
1872	sw	t	1872-sw-t	1877	sw	pn	1877-sw-pn	TRUE	train	1872-sw-t 1877-sw-pn	1	TRUE
1860	sw	sas-v2-c	1860-sw-sas-v2-c	1884	lma	sws	1884-lma-sws	FALSE	train	1860-sw-sas-v2-c 1884-lma-sws	0	TRUE
1893	mt	ttopw	1893-mt-ttopw	1894	mt	tet	1894-mt-tet	TRUE	train	1893-mt-ttopw 1894-mt-tet	1	TRUE
1883	amd	wkm	1883-amd-wkm	1898	amd	algiob	1898-amd-algiob	TRUE	train	1883-amd-wkm 1898-amd-algiob	1	TRUE
1876	amd	nkk	1876-amd-nkk	1877	amd	fhtm	1877-amd-fhtm	TRUE	train	1876-amd-nkk 1877-amd-fhtm	1	TRUE
1874	amd	sd	1874-amd-sd	1895	wdh	mlp	1895-wdh-mlp	FALSE	train	1874-amd-sd 1895-wdh-mlp	0	TRUE
1901	amd	algino	1901-amd-algino	1914	amd	tgamm	1914-amd-tgamm	TRUE	train	1901-amd-algino 1914-amd-tgamm	1	TRUE
1897	wdh	soo	1897-wdh-soo	1902	rwc	tmop	1902-rwc-tmop	FALSE	train	1897-wdh-soo 1902-rwc-tmop	0	TRUE
1860	wta	lbl	1860-wta-lbl	1880	amd	liagc	1880-amd-liagc	FALSE	train	1860-wta-lbl 1880-amd-liagc	0	TRUE
1874	wdh	afc	1874-wdh-afc	1899	wdh	arl	1899-wdh-arl	TRUE	train	1874-wdh-afc 1899-wdh-arl	1	TRUE
1916	ew	x-sh	1916-ew-x-sh	1918	ew	tm-sh	1918-ew-tm-sh	TRUE	train	1916-ew-x-sh 1918-ew-tm-sh	1	TRUE
1871	amd	ks	1871-amd-ks	1884	mh	mhcfb-nf	1884-mh-mhcfb-nf	FALSE	train	1871-amd-ks 1884-mh-mhcfb-nf	0	TRUE
1868	wta	fof	1868-wta-fof	1922	ga	sf	1922-ga-sf	FALSE	train	1868-wta-fof 1922-ga-sf	0	TRUE
1871	amd	hd	1871-amd-hd	1913	amd	trhcag	1913-amd-trhcag	TRUE	train	1871-amd-hd 1913-amd-trhcag	1	TRUE
1852	sw	q-v2	1852-sw-q-v2	1860	sw	sas-v2-c	1860-sw-sas-v2-c	TRUE	train	1852-sw-q-v2 1860-sw-sas-v2-c	1	TRUE
1867	wdh	ij	1867-wdh-ij	1877	wdh	aca	1877-wdh-aca	TRUE	train	1867-wdh-ij 1877-wdh-aca	1	TRUE
1886	amd	fohh	1886-amd-fohh	1897	amd	ha	1897-amd-ha	TRUE	train	1886-amd-fohh 1897-amd-ha	1	TRUE
1889	amd	amaae	1889-amd-amaae	1918	ew	tm-sh	1918-ew-tm-sh	FALSE	train	1889-amd-amaae 1918-ew-tm-sh	0	TRUE
1863	mh	h-ia	1863-mh-h-ia	1904	amd	algic	1904-amd-algic	FALSE	train	1863-mh-h-ia 1904-amd-algic	0	TRUE
1871	sw	o	1871-sw-o	1876	amd	nkk	1876-amd-nkk	FALSE	train	1871-sw-o 1876-amd-nkk	0	TRUE
1892	wdh	tqom	1892-wdh-tqom	1899	amd	thos	1899-amd-thos	FALSE	train	1892-wdh-tqom 1899-amd-thos	0	TRUE
1861	sw	tcobh	1861-sw-tcobh	1887	wdh	ah	1887-wdh-ah	FALSE	train	1861-sw-tcobh 1887-wdh-ah	0	TRUE
1874	amd	sd	1874-amd-sd	1918	ew	tm-sh	1918-ew-tm-sh	FALSE	train	1874-amd-sd 1918-ew-tm-sh	0	TRUE
1860	wta	lbl	1860-wta-lbl	1895	wta	ai	1895-wta-ai	TRUE	train	1860-wta-lbl 1895-wta-ai	1	TRUE
1871	amd	ks	1871-amd-ks	1877	amd	fhtm	1877-amd-fhtm	TRUE	train	1871-amd-ks 1877-amd-fhtm	1	TRUE
1868	amd	sa	1868-amd-sa	1879	amd	hm	1879-amd-hm	TRUE	train	1868-amd-sa 1879-amd-hm	1	TRUE
1854	tsa	tniabr	1854-tsa-tniabr	1899	wdh	arl	1899-wdh-arl	FALSE	train	1854-tsa-tniabr 1899-wdh-arl	0	TRUE
1892	wta	fftr	1892-wta-fftr	1915	rwc	tgp	1915-rwc-tgp	FALSE	train	1892-wta-fftr 1915-rwc-tgp	0	TRUE
1902	rwc	tmaa	1902-rwc-tmaa	1918	rwc	tmw	1918-rwc-tmw	TRUE	train	1902-rwc-tmaa 1918-rwc-tmw	1	TRUE
1851	tsa	wftw	1851-tsa-wftw	1875	tsa	dowithoaf	1875-tsa-dowithoaf	TRUE	train	1851-tsa-wftw 1875-tsa-dowithoaf	1	TRUE
1903	amd	hgs	1903-amd-hgs	1916	wdh	yomy	1916-wdh-yomy	FALSE	train	1903-amd-hgs 1916-wdh-yomy	0	TRUE
1866	wta	haw	1866-wta-haw	1913	rwc	qa	1913-rwc-qa	FALSE	train	1866-wta-haw 1913-rwc-qa	0	TRUE
1906	rwc	tfc	1906-rwc-tfc	1918	rwc	tmw	1918-rwc-tmw	TRUE	train	1906-rwc-tfc 1918-rwc-tmw	1	TRUE
1861	sw	tcobh	1861-sw-tcobh	1898	wdh	aoec	1898-wdh-aoec	FALSE	train	1861-sw-tcobh 1898-wdh-aoec	0	TRUE
1851	tsa	wt	1851-tsa-wt	1856	tsa	twg	1856-tsa-twg	TRUE	train	1851-tsa-wt 1856-tsa-twg	1	TRUE
1873	tsa	ca	1873-tsa-ca	1874	amd	sd	1874-amd-sd	FALSE	train	1873-tsa-ca 1874-amd-sd	0	TRUE
1887	wdh	ah	1887-wdh-ah	1908	wdh	rhao	1908-wdh-rhao	TRUE	train	1887-wdh-ah 1908-wdh-rhao	1	TRUE
1875	amd	da	1875-amd-da	1890	amd	algiop	1890-amd-algiop	TRUE	train	1875-amd-da 1890-amd-algiop	1	TRUE
1903	amd	hbkh	1903-amd-hbkh	1912	hm	tpoh	1912-hm-tpoh	FALSE	train	1903-amd-hbkh 1912-hm-tpoh	0	TRUE
1853	tsa	fpotwol	1853-tsa-fpotwol	1872	cdw	bs	1872-cdw-bs	FALSE	train	1853-tsa-fpotwol 1872-cdw-bs	0	TRUE
1864	sw	mh-v2	1864-sw-mh-v2	1866	sw	twwfe	1866-sw-twwfe	TRUE	train	1864-sw-mh-v2 1866-sw-twwfe	1	TRUE
1856	tsa	fan	1856-tsa-fan	1856	tsa	woc	1856-tsa-woc	TRUE	train	1856-tsa-fan 1856-tsa-woc	1	TRUE
1852	tsa	ml	1852-tsa-ml	1856	tsa	fan	1856-tsa-fan	TRUE	train	1852-tsa-ml 1856-tsa-fan	1	TRUE
1868	sw	d	1868-sw-d	1877	sw	pn	1877-sw-pn	TRUE	train	1868-sw-d 1877-sw-pn	1	TRUE
1873	mt	tga-c	1873-mt-tga-c	1889	ga	hs	1889-ga-hs	FALSE	train	1873-mt-tga-c 1889-ga-hs	0	TRUE
1894	wta	ab	1894-wta-ab	1906	amd	ael	1906-amd-ael	FALSE	train	1894-wta-ab 1906-amd-ael	0	TRUE
1880	mt	ata	1880-mt-ata	1909	mt	efcsvth	1909-mt-efcsvth	TRUE	train	1880-mt-ata 1909-mt-efcsvth	1	TRUE
1850	sw	www	1850-sw-www	1864	sw	mh-v2	1864-sw-mh-v2	TRUE	train	1850-sw-www 1864-sw-mh-v2	1	TRUE
1894	amd	iwrt	1894-amd-iwrt	1908	amd	algios	1908-amd-algios	TRUE	train	1894-amd-iwrt 1908-amd-algios	1	TRUE
1906	amd	ael	1906-amd-ael	1911	rwc	j	1911-rwc-j	FALSE	train	1906-amd-ael 1911-rwc-j	0	TRUE
1898	ga	tc	1898-ga-tc	1914	hm	taok	1914-hm-taok	FALSE	train	1898-ga-tc 1914-hm-taok	0	TRUE
1877	sw	pn	1877-sw-pn	1880	sw	teoac	1880-sw-teoac	TRUE	train	1877-sw-pn 1880-sw-teoac	1	TRUE
1871	wta	utb	1871-wta-utb	1895	wta	ai	1895-wta-ai	TRUE	train	1871-wta-utb 1895-wta-ai	1	TRUE
